sample_id,answer_changed,transition_group,stable_correct,broken,repaired,stable_wrong,stable_wrong_same,stable_wrong_different,gold_answer,baseline_answer,swap_answer,clean_numeric_trace,swap_numeric_trace,clean_numeric_count,swap_numeric_count,numeric_trace_edit_distance,numeric_trace_edit_distance_normalized,first_numeric_divergence_index,shared_numeric_prefix_length
mgsm_0108,True,broken,False,True,False,False,False,False,50,50,49.5,"[""2"", ""15"", ""2"", ""15"", ""110"", ""2"", ""15"", ""5"", ""110"", ""2"", ""10"", ""110"", ""2"", ""100"", ""50"", ""50"", ""50"", ""1"", ""2"", ""2"", ""3"", ""15"", ""2"", ""15"", ""4""]","[""1"", ""2"", ""2"", ""1"", ""3"", ""15"", ""2"", ""1"", ""15"", ""2"", ""16"", ""4"", ""5"", ""2"", ""16"", ""5"", ""2"", ""11"", ""5"", ""110"", ""2"", ""11"", ""110"", ""6"", ""2"", ""99"", ""49.5"", ""49.5""]",25,28,22,0.7857142857142857,0,0
mgsm_0109,True,broken,False,True,False,False,False,False,28,28,28.00,"[""10"", ""3"", ""10"", ""10"", ""3"", ""30"", ""0.2"", ""10"", ""10"", ""0.2"", ""2"", ""30"", ""2"", ""28"", ""28""]","[""10"", ""3"", ""10"", ""30"", ""0.2"", ""10"", ""2"", ""30"", ""2"", ""28"", ""28""]",15,11,4,0.26666666666666666,3,3
mgsm_0110,True,repaired,False,False,True,False,False,False,45,2,45,"[""3"", ""24"", ""72"", ""14"", ""2"", ""28"", ""72"", ""28"", ""100"", ""2"", ""100"", ""2""]","[""1"", ""2"", ""24"", ""2"", ""24"", ""48"", ""3"", ""14"", ""3"", ""14"", ""42"", ""2"", ""48"", ""42"", ""90"", ""3"", ""90"", ""2"", ""45"", ""45""]",12,20,16,0.8,0,0
mgsm_0111,True,repaired,False,False,True,False,False,False,16,25,16,"[""16"", ""20"", ""20"", ""16"", ""1.25"", ""20"", ""10"", ""2"", ""2"", ""10"", ""0.2"", ""20"", ""1.25"", ""20"", ""25"", ""25"", ""25""]","[""16"", ""20"", ""20/16"", ""5/4"", ""64"", ""64"", ""5/4"", ""80"", ""10"", ""2"", ""2/10"", ""0.2"", ""80"", ""80"", ""0.2"", ""16"", ""16""]",17,17,14,0.8235294117647058,2,2
mgsm_0112,True,broken,False,True,False,False,False,False,24,24,3,"[""2"", ""2"", ""3"", ""6"", ""4"", ""6"", ""4"", ""24"", ""24"", ""24""]","[""1"", ""4"", ""2"", ""2"", ""4"", ""4"", ""2"", ""8"", ""3"", ""3"", ""3"", ""3""]",10,12,10,0.8333333333333334,0,0
mgsm_0113,True,stable_wrong,False,False,False,True,False,True,25,35,30,"[""15"", ""2"", ""15"", ""2"", ""15"", ""30"", ""5"", ""15"", ""5"", ""30"", ""5"", ""35"", ""35"", ""35"", ""1"", ""15"", ""2"", ""15"", ""2"", ""15"", ""30"", ""2"", ""5"", ""3""]","[""1"", ""2"", ""15"", ""2"", ""15"", ""2"", ""15"", ""15"", ""1"", ""0"", ""30""]",24,11,17,0.7083333333333334,0,0
mgsm_0114,True,repaired,False,False,True,False,False,False,6,1800,6,"[""6"", ""1800"", ""6"", ""1800"", ""6"", ""300"", ""6"", ""1800"", ""6"", ""300"", ""1800"", ""1800"", ""1800"", ""1800"", ""1800"", ""1"", ""2"", ""6""]","[""1"", ""1800"", ""2"", ""1/6"", ""1800"", ""1/6"", ""3"", ""50"", ""1/6"", ""1800"", ""300"", ""300"", ""50"", ""50"", ""300"", ""50"", ""6"", ""6"", ""6""]",18,19,15,0.7894736842105263,0,0
mgsm_0115,True,stable_wrong,False,False,False,True,False,True,90,24,1,"[""2"", ""4"", ""10"", ""10"", ""10"", ""10"", ""10"", ""100"", ""4"", ""4"", ""10"", ""16"", ""5"", ""5"", ""16"", ""80"", ""100"", ""80"", ""180"", ""50"", ""1.5"", ""2"", ""4"", ""10"", ""10"", ""1.5"", ""15"", ""4"", ""4"", ""10"", ""16"", ""1.5"", ""24""]","[""1"", ""10"", ""2"", ""4"", ""10"", ""10"", ""10"", ""10"", ""100"", ""5"", ""4"", ""4"", ""10"", ""16"", ""5"", ""16"", ""80"", ""2"", ""50"", ""1.5"", ""10"", ""2"", ""4"", ""10"", ""1.5"", ""10"", ""1.5"", ""15"", ""5"", ""4"", ""4"", ""10"", ""1.5"", ""5"", ""1""]",33,35,14,0.4,0,0
mgsm_0116,True,stable_wrong,False,False,False,True,False,True,42,7,1,"[""7"", ""13"", ""7"", ""13"", ""7"", ""13"", ""120"", ""120"", ""1"", ""7"", ""13"", ""2"", ""120"", ""120"", ""120"", ""7"", ""13"", ""13"", ""7""]","[""7"", ""13"", ""13"", ""7"", ""7"", ""13"", ""120"", ""120"", ""1"", ""7"", ""13"", ""2"", ""120"", ""7"", ""13"", ""7"", ""13"", ""120"", ""7"", ""13"", ""1""]",19,21,7,0.3333333333333333,2,2
mgsm_0117,True,broken,False,True,False,False,False,False,360,360,180,"[""2"", ""3"", ""2"", ""6"", ""60"", ""6"", ""60"", ""360"", ""360"", ""360""]","[""3"", ""3"", ""1"", ""3"", ""60"", ""3"", ""60"", ""180"", ""180"", ""180""]",10,10,7,0.7,0,0
mgsm_0118,False,stable_correct,True,False,False,False,False,False,4,4,4,"[""5"", ""2"", ""2"", ""5"", ""2"", ""5"", ""30"", ""10"", ""5"", ""30"", ""5"", ""20"", ""4"", ""4"", ""4"", ""1"", ""2"", ""5"", ""2"", ""5"", ""10"", ""3"", ""30"", ""10"", ""2"", ""5"", ""30"", ""4""]","[""1"", ""2"", ""5"", ""2"", ""5"", ""10"", ""2"", ""30"", ""10"", ""30"", ""30"", ""10"", ""20"", ""3"", ""5"", ""20"", ""20"", ""5"", ""4"", ""4""]",28,20,19,0.6785714285714286,0,0
mgsm_0119,False,stable_wrong,False,False,False,True,True,False,95200,40,40,"[""1"", ""0.3"", ""2"", ""1.4"", ""1.4"", ""0.3"", ""1.3"", ""1.3"", ""1.4"", ""1.4"", ""1.82"", ""1.4"", ""1.82"", ""1.4"", ""0"", ""0.42"", ""0"", ""0"", ""0"", ""0"", ""40000"", ""40""]","[""1"", ""30"", ""2"", ""40"", ""3"", ""40000"", ""30"", ""0.3"", ""1.3"", ""40000"", ""1.3"", ""40000"", ""1.3"", ""40000"", ""1.3"", ""30769.23"", ""40"", ""40""]",22,18,19,0.8636363636363636,1,1
mgsm_0120,False,stable_correct,True,False,False,False,False,False,240,240,240,"[""2"", ""30"", ""2"", ""30"", ""60"", ""4"", ""60"", ""4"", ""240"", ""240"", ""240"", ""1"", ""2"", ""30"", ""60"", ""2"", ""4"", ""4"", ""60"", ""4"", ""240"", ""240"", ""240""]","[""1"", ""2"", ""30"", ""2"", ""30"", ""2"", ""4"", ""4"", ""3"", ""2"", ""30"", ""4"", ""1"", ""2"", ""30"", ""60"", ""60"", ""2"", ""60"", ""4"", ""240"", ""240"", ""240""]",23,23,10,0.43478260869565216,0,0
mgsm_0121,False,stable_correct,True,False,False,False,False,False,27,27,27,"[""5"", ""8"", ""2"", ""0.5"", ""2"", ""2"", ""5"", ""10"", ""0.5"", ""0.5"", ""8"", ""4"", ""5"", ""8"", ""10"", ""4"", ""27"", ""27"", ""27"", ""1"", ""5"", ""8"", ""5""]","[""1"", ""5"", ""8"", ""2"", ""5"", ""10"", ""8"", ""2"", ""4"", ""2"", ""5"", ""8"", ""13"", ""10"", ""4"", ""14"", ""3"", ""13"", ""14"", ""27"", ""27""]",23,21,16,0.6956521739130435,0,0
mgsm_0122,True,stable_wrong,False,False,False,True,False,True,48,25,67,"[""1"", ""8"", ""8"", ""2"", ""16"", ""2"", ""1"", ""16"", ""1"", ""17"", ""3"", ""8"", ""17"", ""25"", ""25"", ""25""]","[""1"", ""8"", ""8"", ""8"", ""16"", ""2"", ""1"", ""16"", ""1"", ""17"", ""3"", ""5"", ""5"", ""2"", ""3"", ""4"", ""16"", ""17"", ""3"", ""51"", ""16"", ""51"", ""67"", ""67""]",16,24,13,0.5416666666666666,3,3
mgsm_0123,False,stable_correct,True,False,False,False,False,False,50,50,50,"[""3"", ""10"", ""3"", ""10"", ""30"", ""4"", ""3"", ""7"", ""5"", ""4"", ""4"", ""5"", ""20"", ""30"", ""20"", ""50"", ""7"", ""50"", ""50""]","[""1"", ""3"", ""10"", ""3"", ""10"", ""3"", ""30"", ""2"", ""3"", ""7"", ""3"", ""4"", ""3"", ""4"", ""5"", ""4"", ""5"", ""4"", ""20"", ""4"", ""1"", ""2"", ""30"", ""20"", ""50"", ""50""]",19,26,13,0.5,0,0
mgsm_0124,True,stable_wrong,False,False,False,True,False,True,10,50,40,"[""60"", ""60"", ""1"", ""2"", ""30"", ""30"", ""30"", ""30"", ""60"", ""30"", ""1"", ""3"", ""10"", ""60"", ""10"", ""50"", ""50"", ""1"", ""60""]","[""60"", ""30"", ""60"", ""30"", ""30"", ""1"", ""3"", ""30"", ""10"", ""10"", ""30"", ""10"", ""30"", ""10"", ""40"", ""40"", ""40""]",19,17,14,0.7368421052631579,1,1
mgsm_0125,True,repaired,False,False,True,False,False,False,10,4,10,"[""1"", ""2"", ""5"", ""3"", ""3"", ""4"", ""12"", ""5"", ""5"", ""0"", ""5"", ""3"", ""3"", ""12"", ""3"", ""9"", ""5"", ""9"", ""9"", ""5"", ""4"", ""4"", ""4""]","[""1"", ""2"", ""5"", ""3"", ""3"", ""4"", ""12"", ""5"", ""3"", ""12"", ""5"", ""3"", ""12"", ""2"", ""12"", ""12"", ""2"", ""10"", ""10"", ""10""]",23,20,12,0.5217391304347826,8,8
mgsm_0126,False,stable_correct,True,False,False,False,False,False,82,82,82,"[""38"", ""6"", ""6"", ""38"", ""6"", ""44"", ""38"", ""44"", ""82"", ""82"", ""82"", ""1"", ""38"", ""6"", ""6""]","[""1"", ""6"", ""6"", ""38"", ""6"", ""44"", ""2"", ""38"", ""44"", ""82"", ""82""]",15,11,7,0.4666666666666667,0,0
mgsm_0127,True,broken,False,True,False,False,False,False,120,120,58,"[""20"", ""50"", ""50"", ""20"", ""70"", ""50"", ""70"", ""120"", ""120"", ""1"", ""20"", ""50"", ""2"", ""20"", ""3"", ""50"", ""50"", ""4"", ""2"", ""50"", ""20""]","[""20"", ""20"", ""2"", ""20"", ""20"", ""19"", ""19"", ""39"", ""19"", ""20"", ""19"", ""20"", ""39"", ""19"", ""39"", ""58"", ""58""]",21,17,17,0.8095238095238095,1,1
mgsm_0128,True,stable_wrong,False,False,False,True,False,True,880,10,5,"[""3"", ""3"", ""5"", ""4"", ""20"", ""10"", ""4"", ""3"", ""12"", ""20"", ""20"", ""10"", ""3"", ""5"", ""30"", ""50"", ""12"", ""20"", ""30"", ""50"", ""62"", ""50"", ""10""]","[""1"", ""2"", ""3"", ""3"", ""5"", ""3"", ""2"", ""5"", ""2"", ""2.5"", ""4"", ""2.5"", ""20"", ""2"", ""2.5"", ""5"", ""10"", ""2.5"", ""25"", ""5"", ""5""]",23,21,20,0.8695652173913043,0,0
mgsm_0129,True,repaired,False,False,True,False,False,False,10000,500,10000,"[""500"", ""24"", ""500"", ""24"", ""60"", ""150"", ""200"", ""500"", ""24"", ""150"", ""500"", ""24"", ""200"", ""500"", ""24"", ""60"", ""720000"", ""500"", ""24"", ""150"", ""500""]","[""500"", ""24"", ""500"", ""24"", ""12000"", ""12000"", ""60"", ""200"", ""200"", ""150"", ""30000"", ""200"", ""200"", ""40000"", ""30000"", ""40000"", ""-10000"", ""-10000"", ""-10000""]",21,19,15,0.7142857142857143,4,4
mgsm_0130,False,stable_correct,True,False,False,False,False,False,30,30,30,"[""60"", ""1"", ""60"", ""60"", ""3"", ""20"", ""2"", ""10"", ""60"", ""20"", ""40"", ""10"", ""40"", ""10"", ""30"", ""30"", ""30"", ""1"", ""60"", ""1"", ""3"", ""60"", ""20"", ""2"", ""60"", ""20"", ""40"", ""3""]","[""1"", ""60"", ""1"", ""3"", ""60"", ""20"", ""20"", ""2"", ""60"", ""20"", ""40"", ""3"", ""10"", ""4"", ""40"", ""10"", ""30"", ""30""]",28,18,18,0.6428571428571429,0,0
mgsm_0131,False,stable_correct,True,False,False,False,False,False,940,940,940,"[""6"", ""6"", ""5"", ""60"", ""5"", ""6"", ""500"", ""60"", ""440"", ""5"", ""6"", ""500"", ""440"", ""940"", ""940"", ""940"", ""1"", ""500"", ""60"", ""500"", ""60"", ""440"", ""2"", ""500"", ""440"", ""940""]","[""1"", ""500"", ""500"", ""60"", ""2"", ""500"", ""60"", ""440"", ""3"", ""500"", ""440"", ""940"", ""940""]",26,13,18,0.6923076923076923,0,0
mgsm_0132,False,stable_correct,True,False,False,False,False,False,60,60,60,"[""2"", ""2"", ""6"", ""12"", ""4"", ""4"", ""6"", ""24"", ""2"", ""2"", ""6"", ""12"", ""12"", ""24"", ""12"", ""12"", ""60"", ""60"", ""60""]","[""2"", ""2"", ""6"", ""12"", ""4"", ""4"", ""6"", ""24"", ""2"", ""2"", ""6"", ""12"", ""12"", ""24"", ""12"", ""12"", ""60"", ""60"", ""60""]",19,19,0,0.0,,19
mgsm_0133,True,broken,False,True,False,False,False,False,13,13,37,"[""4"", ""6"", ""4"", ""24"", ""41"", ""41"", ""4"", ""24"", ""41"", ""28"", ""13"", ""13"", ""13"", ""1"", ""4"", ""6"", ""41"", ""2"", ""6"", ""6"", ""4"", ""24"", ""3"", ""41"", ""4"", ""4""]","[""1"", ""4"", ""6"", ""6"", ""6"", ""4"", ""24"", ""2"", ""41"", ""41"", ""41"", ""41"", ""4"", ""24"", ""3"", ""41"", ""4"", ""37"", ""37""]",26,19,18,0.6923076923076923,0,0
mgsm_0134,False,stable_wrong,False,False,False,True,True,False,720,3120,3120,"[""15"", ""4"", ""60"", ""52"", ""60"", ""52"", ""3120"", ""3120"", ""3120""]","[""4"", ""4"", ""15"", ""60"", ""52"", ""60"", ""52"", ""3120"", ""3120""]",9,9,3,0.3333333333333333,0,0
mgsm_0135,True,stable_wrong,False,False,False,True,False,True,40,55,50,"[""3"", ""20"", ""5"", ""60"", ""5"", ""55"", ""55"", ""55""]","[""1"", ""3"", ""5"", ""3"", ""5"", ""20"", ""3"", ""20"", ""5"", ""2"", ""3"", ""20"", ""3"", ""20"", ""60"", ""5"", ""60"", ""5"", ""55"", ""55"", ""3"", ""5"", ""5"", ""5"", ""55"", ""55"", ""5"", ""4"", ""55"", ""5"", ""50"", ""5"", ""50""]",8,33,25,0.7575757575757576,0,0
mgsm_0136,False,stable_correct,True,False,False,False,False,False,6,6,6,"[""27"", ""1"", ""3"", ""27"", ""9"", ""60"", ""9"", ""2"", ""3"", ""6"", ""6"", ""6""]","[""27"", ""1"", ""3"", ""27"", ""9"", ""2"", ""3"", ""9"", ""6"", ""6"", ""6""]",12,11,3,0.25,5,5
mgsm_0137,False,stable_wrong,False,False,False,True,True,False,29,29.00,29.00,"[""2"", ""7.5"", ""15"", ""2"", ""1.5"", ""3"", ""2"", ""1"", ""2"", ""15"", ""3"", ""2"", ""20"", ""20"", ""20"", ""20"", ""4"", ""5"", ""20"", ""4"", ""5"", ""29"", ""29"", ""29"", ""1"", ""2""]","[""2"", ""7.5"", ""15"", ""2"", ""1.5"", ""3"", ""2"", ""1"", ""2"", ""15"", ""3"", ""2"", ""20"", ""20"", ""20"", ""20"", ""4"", ""5"", ""20"", ""4"", ""5"", ""29"", ""29"", ""29""]",26,24,2,0.07692307692307693,24,24
mgsm_0138,True,stable_wrong,False,False,False,True,False,True,105,20,35,"[""5"", ""75"", ""75"", ""5"", ""15"", ""5"", ""100"", ""100"", ""5"", ""20""]","[""1"", ""5"", ""8"", ""5"", ""8"", ""40"", ""2"", ""75"", ""40"", ""75"", ""40"", ""35"", ""3"", ""5"", ""6"", ""5"", ""6"", ""30"", ""4"", ""100"", ""30"", ""100"", ""30"", ""70"", ""5"", ""35""]",10,26,18,0.6923076923076923,0,0
mgsm_0139,True,broken,False,True,False,False,False,False,70,70,58,"[""4"", ""22"", ""12"", ""4"", ""12"", ""22"", ""48"", ""22"", ""70"", ""70"", ""70"", ""1"", ""2"", ""4"", ""22"", ""3"", ""12"", ""12"", ""4"", ""12"", ""4"", ""12"", ""22"", ""5""]","[""4"", ""22"", ""12"", ""4"", ""12"", ""22"", ""58"", ""58"", ""1"", ""12"", ""22"", ""2"", ""4"", ""22"", ""3"", ""12"", ""12"", ""4"", ""12"", ""22"", ""4"", ""4"", ""12"", ""4"", ""12"", ""48"", ""22""]",24,27,12,0.4444444444444444,6,6
mgsm_0140,False,stable_correct,True,False,False,False,False,False,20,20,20,"[""20"", ""12"", ""4"", ""20"", ""12"", ""4"", ""4"", ""100"", ""4"", ""20"", ""100"", ""0.2"", ""100"", ""20""]","[""20"", ""12"", ""4"", ""20"", ""12"", ""4"", ""20"", ""16"", ""4"", ""4"", ""20"", ""4"", ""20"", ""100"", ""20"", ""20""]",14,16,6,0.375,6,6
mgsm_0141,True,broken,False,True,False,False,False,False,400,400,2,"[""2"", ""4"", ""2"", ""4"", ""700"", ""7"", ""700"", ""100"", ""4"", ""100"", ""400"", ""400"", ""1"", ""2"", ""2"", ""3"", ""2"", ""2"", ""2"", ""4"", ""700"", ""2"", ""700"", ""5"", ""4""]","[""2"", ""2"", ""2"", ""1"", ""700"", ""2"", ""3"", ""1"", ""2"", ""2"", ""2"", ""1"", ""2"", ""2"", ""4"", ""3"", ""700"", ""700"", ""1"", ""2""]",25,20,15,0.6,1,1
mgsm_0142,True,repaired,False,False,True,False,False,False,140,210,140,"[""2"", ""10"", ""2"", ""10"", ""20"", ""7"", ""20"", ""7"", ""140"", ""10"", ""10"", ""7"", ""70"", ""140"", ""70"", ""210"", ""210"", ""1"", ""2"", ""10"", ""2"", ""10"", ""20"", ""2"", ""7"", ""3""]","[""1"", ""2"", ""2"", ""10"", ""8"", ""5"", ""10"", ""8"", ""80"", ""80"", ""7"", ""560"", ""3"", ""2"", ""7"", ""14"", ""14"", ""10"", ""10"", ""14"", ""140"", ""140"", ""140""]",26,23,21,0.8076923076923077,0,0
mgsm_0143,True,stable_wrong,False,False,False,True,False,True,16,13.2,1.2,"[""2"", ""3"", ""3"", ""4"", ""12"", ""10"", ""12"", ""10"", ""1.2"", ""12"", ""1.2"", ""13.2"", ""13.2"", ""13.2"", ""1"", ""2"", ""3"", ""3"", ""4"", ""2"", ""3"", ""3"", ""4"", ""12"", ""2"", ""10"", ""1""]","[""2"", ""3"", ""3"", ""4"", ""12"", ""12"", ""10"", ""1.2"", ""12"", ""1.2"", ""13.2"", ""13.2"", ""1"", ""2"", ""3"", ""3"", ""4"", ""2"", ""3"", ""3"", ""4"", ""12"", ""2"", ""10"", ""12"", ""10"", ""1.2"", ""3"", ""12"", ""1.2""]",27,30,8,0.26666666666666666,5,5
mgsm_0144,True,broken,False,True,False,False,False,False,20,20,5,"[""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""5"", ""5"", ""4"", ""5"", ""9"", ""3"", ""5"", ""3"", ""5"", ""8"", ""8"", ""9"", ""72"", ""92"", ""92"", ""72"", ""20"", ""20"", ""20""]","[""1"", ""2"", ""1"", ""2"", ""5"", ""2"", ""3"", ""5"", ""3"", ""2"", ""2"", ""5"", ""1"", ""4"", ""92"", ""5"", ""1"", ""2"", ""1"", ""2"", ""5""]",25,21,19,0.76,0,0
mgsm_0145,False,stable_correct,True,False,False,False,False,False,4000,4000,4000,"[""100"", ""10"", ""10"", ""100"", ""1000"", ""3"", ""12"", ""12"", ""3"", ""4"", ""4"", ""1000"", ""4000"", ""4000"", ""4000"", ""1"", ""100"", ""10"", ""10"", ""100"", ""1000"", ""2""]","[""10"", ""100"", ""10"", ""100"", ""1000"", ""3"", ""12"", ""12"", ""3"", ""4"", ""4"", ""1000"", ""4000"", ""4000""]",22,14,10,0.45454545454545453,0,0
mgsm_0146,True,stable_wrong,False,False,False,True,False,True,2125,2375,2750,"[""500"", ""3"", ""500"", ""3"", ""1500"", ""1/4"", ""1500"", ""4"", ""375"", ""500"", ""1500"", ""375"", ""2375"", ""2375"", ""2375""]","[""1"", ""500"", ""3"", ""3"", ""500"", ""1500"", ""1500"", ""2"", ""750"", ""2"", ""500"", ""1500"", ""750"", ""2750"", ""2750"", ""2750""]",15,16,11,0.6875,0,0
mgsm_0147,True,repaired,False,False,True,False,False,False,75,30,75,"[""1"", ""6"", ""30"", ""6"", ""30"", ""2"", ""15"", ""2"", ""12"", ""30"", ""15"", ""6"", ""45"", ""15"", ""3"", ""12"", ""15"", ""45"", ""45"", ""15"", ""30"", ""4"", ""6"", ""30"", ""30"", ""6"", ""30"", ""30""]","[""1"", ""30"", ""30"", ""2"", ""15"", ""2"", ""15"", ""30"", ""2"", ""30"", ""30"", ""6"", ""15"", ""30"", ""15"", ""45"", ""30"", ""45"", ""30"", ""75"", ""75""]",28,21,17,0.6071428571428571,1,1
mgsm_0148,True,stable_wrong,False,False,False,True,False,True,30,22,6,"[""12"", ""10"", ""22"", ""22"", ""22"", ""1"", ""12"", ""10"", ""8"", ""20"", ""8"", ""2"", ""10"", ""12"", ""10"", ""12"", ""22"", ""3""]","[""1"", ""12"", ""10"", ""12"", ""10"", ""2"", ""8"", ""14"", ""14"", ""8"", ""1"", ""12"", ""10"", ""22"", ""2"", ""14"", ""8"", ""6"", ""6"", ""6""]",18,20,17,0.85,0,0
mgsm_0149,False,stable_correct,True,False,False,False,False,False,16,16,16,"[""3"", ""4"", ""12"", ""12"", ""3"", ""12"", ""3"", ""4"", ""4"", ""4"", ""4"", ""4"", ""16"", ""16"", ""16""]","[""3"", ""3"", ""12"", ""3"", ""12"", ""12"", ""3"", ""4"", ""4"", ""4"", ""4"", ""4"", ""16"", ""16"", ""16""]",15,15,3,0.2,1,1
mgsm_0150,True,stable_wrong,False,False,False,True,False,True,4,80,264,"[""3"", ""15000"", ""2"", ""8000"", ""15000"", ""440"", ""8000"", ""264"", ""80""]","[""3"", ""15840"", ""1"", ""5280"", ""2"", ""9600"", ""15840"", ""440"", ""36"", ""9600"", ""264"", ""36"", ""440"", ""264""]",9,14,10,0.7142857142857143,1,1
mgsm_0151,True,repaired,False,False,True,False,False,False,5,4.75,5,"[""25"", ""0.25"", ""5"", ""3"", ""5"", ""2"", ""10"", ""3"", ""3"", ""9"", ""10"", ""9"", ""19"", ""0.25"", ""19"", ""0.25"", ""4.75"", ""4.75"", ""4.75"", ""1"", ""5"", ""2"", ""1""]","[""1"", ""5"", ""2"", ""5"", ""2"", ""10"", ""3"", ""3"", ""3"", ""3"", ""9"", ""1"", ""10"", ""9"", ""1"", ""20"", ""2"", ""0.25"", ""20"", ""0.25"", ""5"", ""5""]",23,22,15,0.6521739130434783,0,0
mgsm_0152,True,broken,False,True,False,False,False,False,4,4,4.00,"[""10"", ""6"", ""10"", ""6"", ""60"", ""0.1"", ""60"", ""60"", ""0.1"", ""6"", ""10"", ""6"", ""4"", ""4"", ""1"", ""10"", ""6"", ""60"", ""2"", ""0.1"", ""60"", ""0.1"", ""6"", ""3"", ""10""]","[""1"", ""10"", ""6"", ""10"", ""6"", ""60"", ""2"", ""60"", ""60"", ""0.1"", ""60"", ""0.1"", ""6"", ""3"", ""10"", ""10"", ""6"", ""4"", ""4""]",25,19,15,0.6,0,0
mgsm_0153,True,stable_wrong,False,False,False,True,False,True,48,18,5,"[""1"", ""14"", ""14"", ""2"", ""14"", ""2"", ""3"", ""3"", ""3"", ""3"", ""3"", ""9"", ""4"", ""14"", ""2"", ""9"", ""5"", ""2/3"", ""14"", ""2"", ""9"", ""6"", ""5"", ""2"", ""9"", ""5"", ""5"", ""2"", ""9"", ""5"", ""5"", ""2"", ""4"", ""5"", ""2"", ""9"", ""18""]","[""1"", ""2"", ""14"", ""14"", ""3"", ""1"", ""2"", ""14"", ""14"", ""1"", ""2"", ""14"", ""1"", ""2"", ""14"", ""4"", ""3"", ""3"", ""3"", ""3"", ""9"", ""1"", ""2"", ""14"", ""9"", ""5""]",37,26,28,0.7567567567567568,1,1
mgsm_0154,True,stable_wrong,False,False,False,True,False,True,272,112,2,"[""1"", ""3"", ""1"", ""3"", ""2"", ""2"", ""2"", ""4"", ""3"", ""4"", ""7"", ""7"", ""16"", ""112"", ""112"", ""112""]","[""1"", ""3"", ""1"", ""3"", ""1"", ""3"", ""3"", ""3"", ""3"", ""9"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"", ""4"", ""8"", ""3"", ""9"", ""8"", ""17"", ""4"", ""16"", ""17"", ""16"", ""272"", ""2""]",16,30,20,0.6666666666666666,4,4
mgsm_0155,False,stable_wrong,False,False,False,True,True,False,280,170,170,"[""300"", ""4"", ""1200"", ""120"", ""6"", ""720"", ""60"", ""2"", ""120"", ""1200"", ""720"", ""120"", ""2040"", ""1"", ""12"", ""2040"", ""12"", ""170"", ""170"", ""170"", ""1"", ""300"", ""4"", ""1200""]","[""300"", ""4"", ""1200"", ""120"", ""6"", ""720"", ""60"", ""2"", ""120"", ""1200"", ""720"", ""120"", ""2040"", ""2040"", ""12"", ""170"", ""170""]",24,17,7,0.2916666666666667,13,13
mgsm_0156,False,stable_correct,True,False,False,False,False,False,1400,1400,1400,"[""200"", ""2"", ""200"", ""2"", ""400"", ""400"", ""2"", ""400"", ""2"", ""800"", ""100"", ""2"", ""100"", ""2"", ""200"", ""400"", ""800"", ""200"", ""1400"", ""1400"", ""2"", ""1400"", ""1"", ""200"", ""2"", ""200"", ""2"", ""400""]","[""1"", ""200"", ""2"", ""200"", ""2"", ""400"", ""400"", ""2"", ""400"", ""2"", ""800"", ""2"", ""100"", ""2"", ""100"", ""2"", ""200"", ""3"", ""2"", ""400"", ""800"", ""200"", ""1400"", ""1400"", ""1400"", ""2""]",28,26,10,0.35714285714285715,0,0
mgsm_0157,True,stable_wrong,False,False,False,True,False,True,80,1,3,"[""1"", ""100"", ""15"", ""100"", ""2"", ""15"", ""40"", ""40"", ""40"", ""80"", ""34"", ""80"", ""2"", ""34"", ""2"", ""3"", ""1""]","[""1"", ""15"", ""100"", ""2"", ""100"", ""200"", ""15"", ""200"", ""3000"", ""100"", ""34"", ""40"", ""40"", ""40"", ""40"", ""80"", ""100"", ""34"", ""80"", ""100"", ""2720"", ""2820"", ""2"", ""3000"", ""2820"", ""3""]",17,26,15,0.5769230769230769,1,1
mgsm_0158,False,stable_correct,True,False,False,False,False,False,34,34,34,"[""4"", ""1.5"", ""6"", ""2"", ""4"", ""8"", ""6"", ""8"", ""20"", ""34"", ""34""]","[""1"", ""1.5"", ""4"", ""1.5"", ""4"", ""6"", ""2"", ""4"", ""2"", ""4"", ""2"", ""8"", ""3"", ""6"", ""8"", ""20"", ""34"", ""34"", ""34""]",11,19,8,0.42105263157894735,0,0
mgsm_0159,True,stable_wrong,False,False,False,True,False,True,15,8,3,"[""1"", ""11"", ""2"", ""6"", ""2"", ""3"", ""6"", ""2"", ""4"", ""8"", ""8"", ""8""]","[""1"", ""11"", ""2"", ""6"", ""2"", ""3"", ""11"", ""6"", ""2"", ""11"", ""8"", ""3"", ""4"", ""3"", ""3"", ""3""]",12,16,7,0.4375,6,6
mgsm_0160,False,stable_correct,True,False,False,False,False,False,16,16,16,"[""1"", ""17"", ""7"", ""17"", ""7"", ""24"", ""2"", ""2/3"", ""2/3"", ""24"", ""3"", ""2/3"", ""24"", ""16"", ""16"", ""16""]","[""1"", ""17"", ""7"", ""24"", ""2"", ""24"", ""2/3"", ""2/3"", ""24"", ""16"", ""16""]",16,11,6,0.375,3,3
